n,game,algorithm,dimension,time,number of moves,number of states,won,state space,solution: car,solution: direction
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,A,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,A,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,B,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,B,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,C,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,D,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,G,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,F,1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,E,1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,G,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,H,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,F,1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,K,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,L,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,L,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,L,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,X,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,K,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,I,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,I,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,I,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,K,1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,K,1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,F,-1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,H,1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,H,1
4,6x6_2,hillclimber,6,172.851243,27,3252,1,3253,H,1
