n,game,algorithm,dimension,time,number of moves,number of states,won,state space,solution: car,solution: direction
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,A,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,A,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,B,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,B,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,C,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,D,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,G,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,F,1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,G,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,H,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,F,1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,K,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,L,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,L,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,L,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,X,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,K,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,I,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,I,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,I,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,K,1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,K,1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,F,-1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,H,1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,H,1
6,6x6_2,hillclimber,6,242.350156,26,3396,1,3397,H,1
