n,game,algorithm,dimension,time,number of moves,number of states,won,state space,solution: car,solution: direction
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,A,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,A,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,B,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,B,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,C,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,D,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,G,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,F,1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,E,1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,G,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,H,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,F,1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,J,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,K,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,L,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,L,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,L,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,X,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,K,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,I,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,I,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,I,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,K,1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,K,1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,F,-1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,H,1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,H,1
8,6x6_2,hillclimber,6,219.969778,28,3274,1,3275,H,1
